Series Title,Episode Title,Episode Runtime,Season #,Episode #,Year
Rizzoli & Isles,Gumshoe,42,5,15,2015
Rizzoli & Isles,"He Ain't Heavy, He's My Brother",41,2,12,2011
Rizzoli & Isles,Hide and Seek,42,6,13,2016
Rizzoli & Isles,Home Town Glory,43,3,9,2012
Rizzoli & Isles,I Kissed a Girl,55,1,6,2010
Rizzoli & Isles,I'm Your Boogie Man,42,1,8,2010
Rizzoli & Isles,If You Can't Stand the Heat,43,5,11,2014
Rizzoli & Isles,Imitation Game,43,6,4,2015
Rizzoli & Isles,In Over Your Head,43,4,2,2013
Rizzoli & Isles,In Plain View,43,5,16,2015
Rizzoli & Isles,It Takes a Village,40,5,9,2014
Rizzoli & Isles,"Judge, Jury and Executioner",43,4,11,2013
Rizzoli & Isles,Just Push Play,43,4,14,2014
Rizzoli & Isles,Killer in High Heels,43,4,4,2013
Rizzoli & Isles,Knockout,42,5,6,2014
Rizzoli & Isles,Living Proof,41,2,2,2011
Rizzoli & Isles,Lost & Found,43,5,8,2014
Rizzoli & Isles,Love Taps,43,6,9,2015
Rizzoli & Isles,Love the Way You Lie,43,3,12,2012
Rizzoli & Isles,Melt My Heart to Stone,43,3,10,2012
Rizzoli & Isles,Misconduct,43,6,5,2015
Rizzoli & Isles,Money for Nothing,55,1,5,2010
Rizzoli & Isles,Money Maker,43,3,6,2012
Rizzoli & Isles,Murderjuana,42,6,14,2016
Rizzoli & Isles,My Own Worst Enemy,42,2,8,2011
Rizzoli & Isles,"Nice to Meet You, Dr. Isles",43,6,8,2015
Rizzoli & Isles,No More Drama in My Life,43,3,15,2012
Rizzoli & Isles,No One Mourns the Wicked,43,4,9,2013
Rizzoli & Isles,Ocean Frank,42,7,13,2016
Rizzoli & Isles,Over/Under,43,3,14,2012
Rizzoli & Isles,Partners in Crime,43,4,12,2013
Rizzoli & Isles,Phoenix Rising,40,5,10,2014
Rizzoli & Isles,Post Mortem,42,7,4,2016
Rizzoli & Isles,Rebel Without a Pause,41,2,6,2011
Rizzoli & Isles,Remember Me,41,2,10,2011
Rizzoli & Isles,Sailor Man,42,2,3,2011
Rizzoli & Isles,Scared to Death,42,6,15,2016
Rizzoli & Isles,"See One, Do One, Teach One",48,1,1,2010
Rizzoli & Isles,Seventeen Ain't So Sweet,42,2,13,2011
Rizzoli & Isles,Shadow of Doubt,42,7,5,2016
Rizzoli & Isles,She Works Hard for the Money,55,1,4,2010
Rizzoli & Isles,Sister Sister,43,6,10,2015
Rizzoli & Isles,Somebody's Watching Me,43,4,6,2013
Rizzoli & Isles,Stiffed,42,7,11,2016
Rizzoli & Isles,Sympathy for the Devil,55,1,3,2010
Rizzoli & Isles,Tears of a Clown,43,4,13,2014
Rizzoli & Isles,The Beast in Me,42,1,9,2010
Rizzoli & Isles,The Best Laid Plans,40,5,5,2014
Rizzoli & Isles,The Platform,42,6,1,2015
Rizzoli & Isles,There Be Ghosts,42,7,6,2016
Rizzoli & Isles,This Is How a Heart Breaks,43,3,3,2012
Rizzoli & Isles,Throwing Down the Gauntlet,43,3,5,2012
Rizzoli & Isles,Too Good to Be True,41,5,3,2014
Rizzoli & Isles,Two Shots: Move Forward,42,7,1,2016
Rizzoli & Isles,Virtual Love,43,3,13,2012
Rizzoli & Isles,We Are Family,43,4,1,2013
Rizzoli & Isles,We Don't Need Another Hero,41,2,1,2011
Rizzoli & Isles,Welcome to the Dollhouse,43,3,4,2012
Rizzoli & Isles,What Doesn't Kill You,43,3,1,2012
Rizzoli & Isles,"When the Gun Goes Bang, Bang, Bang",42,1,10,2010
Rizzoli & Isles,"Yesterday, Today, Tomorrow",42,7,12,2016
Rizzoli & Isles,You're Gonna Miss Me When I'm Gone,42,4,16,2014
Roadies,Carpet Season,58,1,7,2016
Roadies,Friends and Family,58,1,5,2016
Roadies,Life Is a Carnival,59,1,1,2016
Roadies,Longest Days,51,1,6,2016
Roadies,The All Night Bus Ride,46,1,8,2016
Roadies,The Bryce Newman Letter,56,1,3,2016
Roadies,The City Whose Name Must Not Be Spoken,52,1,4,2016
Roadies,The Corporate Gig,51,1,9,2016
Roadies,What Would Phil Do?,49,1,2,2016
Rookie Blue,74 Epiphanies,44,6,11,2015
Rookie Blue,A Good Shoot,44,3,3,2012
Rookie Blue,A Little Faith,43,2,11,2011
Rookie Blue,A Real Gentleman,43,6,5,2015
Rookie Blue,All by Her Selfie,43,5,2,2014
Rookie Blue,Bad Moon Rising,44,2,3,2011
Rookie Blue,Best Laid Plans,44,2,10,2011
Rookie Blue,Best Man,44,6,7,2015
Rookie Blue,Big Nickel,40,1,10,2010
Rookie Blue,Blink,44,5,1,2014
Rookie Blue,Breaking Up the Band,44,6,10,2015
Rookie Blue,Broad Daylight,60,1,5,2010
Rookie Blue,Brotherhood,41,2,9,2011
Rookie Blue,Bullet Proof,41,1,6,2010
Rookie Blue,Butterflies,60,2,1,2011
Rookie Blue,Class Dismissed,43,3,2,2012
Rookie Blue,Cold Comforts,44,3,10,2012
Rookie Blue,Coming Home,43,3,6,2012
Rookie Blue,Deal with the Devil,44,5,7,2014
Rookie Blue,Deception,44,4,11,2013
Rookie Blue,"Different, Not Better",42,4,3,2013
Rookie Blue,Everlasting,43,5,11,2014
Rookie Blue,Every Man,44,3,12,2012
Rookie Blue,Exit Strategy,44,5,8,2014
Rookie Blue,Fite Nite,41,1,3,2010
Rookie Blue,"For Better, for Worse",43,4,8,2013
Rookie Blue,Fragments,44,5,10,2014
Rookie Blue,Fresh Paint,41,1,1,2010
Rookie Blue,Friday the 13th,44,4,7,2013
Rookie Blue,Girlfriend of the Year,42,1,9,2010
Rookie Blue,Girls' Night Out,43,3,4,2012
Rookie Blue,God's Good Grace,44,2,13,2011
Rookie Blue,Going Under,42,5,5,2014
Rookie Blue,Heart & Sparks,42,2,4,2011
Rookie Blue,"Heart Breakers, Money Makers",42,5,3,2014
Rookie Blue,Home Run,43,6,6,2015
Rookie Blue,Homecoming,44,4,2,2013
Rookie Blue,Honor Roll,41,1,8,2010
Rookie Blue,Hot & Bothered,42,1,7,2010
Rookie Blue,I Never,44,3,13,2012
Rookie Blue,In Blue,42,1,12,2010
Rookie Blue,In Plain View,43,2,6,2011
Rookie Blue,Integrity Test,44,6,8,2015
Rookie Blue,Leap of Faith,44,3,7,2012
Rookie Blue,Letting Go,44,6,4,2015
Rookie Blue,Mercury Retrograde,41,1,2,2010
Rookie Blue,Messy Houses,44,3,5,2012
Rookie Blue,Might Have Been,42,2,2,2011
Rookie Blue,Monster,44,2,8,2011
Rookie Blue,Moving Day,42,5,9,2014
Rookie Blue,Ninety Degrees,43,6,9,2015
Rookie Blue,On the Double,42,2,12,2011
Rookie Blue,Open Windows,44,6,1,2015
Rookie Blue,Out of Time,43,3,9,2012
Rookie Blue,Perfect Family,43,6,2,2015
Rookie Blue,Poison Pill,44,4,5,2013
Rookie Blue,Signals Crossed,55,1,4,2010
Rookie Blue,Skeletons,43,4,6,2013
Rookie Blue,Stung,43,2,5,2011
Rookie Blue,Surprises,43,4,1,2013
Rookie Blue,Takedown,44,1,13,2010
Rookie Blue,The First Day of the Rest of Your Life,44,3,1,2012
Rookie Blue,The Girlfriend Experience,43,3,8,2012
Rookie Blue,The Kids Are Not Alright,43,4,4,2013
Rookie Blue,The One That Got Away,42,2,7,2011
Rookie Blue,The Rules,42,3,11,2012
Rookie Blue,To Serve or Protect,41,1,11,2010
Rookie Blue,Two Truths and a Lie,44,5,6,2014
Rookie Blue,Under Fire,43,4,12,2013
Rookie Blue,Uprising,43,6,3,2015
Rookie Blue,Wanting,43,5,4,2014
Rookie Blue,What I Lost,43,4,9,2013
Rookie Blue,You Are Here,44,4,10,2013
Rookie Blue,You Can See the Stars,44,4,13,2013
Rosewood,Fireflies and Fidelity,45,1,2,2015
Rosewood,Have-Nots and Hematomas,43,1,3,2015
Rosewood,Necrosis and New Beginnings,44,1,5,2015
Rosewood,Pilot,47,1,1,2015
Rosewood,Policies and Ponies,43,1,6,2015
Rosewood,Quadriplegia and Quality Time,42,1,7,2015
Rosewood,Vitamins and Vandals,44,1,4,2015
Roswell,285 South,45,1,6,1999
Roswell,A Roswell Christmas Carol,44,2,10,2000
Roswell,A Tale of Two Parties,43,3,10,2002
Roswell,Ask Not,44,2,2,2000
Roswell,"Baby, It's You",44,2,19,2001
Roswell,Behind the Music,43,3,8,2001
Roswell,Blind Date,45,1,14,2000
Roswell,Blood Brother,45,1,8,1999
Roswell,Busted,44,3,1,2001
Roswell,Ch-Ch-Changes,43,3,12,2002
Roswell,Chant Down Babylon,43,3,14,2002
Roswell,Control,43,3,5,2001
Roswell,Crash,43,3,16,2002
Roswell,Crazy,45,1,17,2000
Roswell,Cry Your Name,44,2,17,2001
Roswell,Destiny,45,1,22,2000
Roswell,Disturbing Behavior,44,2,13,2001
Roswell,Four Aliens and a Baby,43,3,17,2002
Roswell,Four-Square,43,1,19,2000
Roswell,Graduation,44,3,18,2002
Roswell,Harvest,42,2,6,2000
Roswell,Heart of Mine,44,2,16,2001
Roswell,Heat Wave,45,1,9,1999
Roswell,How the Other Half Lives,44,2,14,2001
Roswell,I Married an Alien,43,3,11,2002
Roswell,Independence Day,44,1,15,2000
Roswell,Interruptus,43,3,7,2001
Roswell,Into the Woods,44,1,12,2000
Roswell,It's Too Late and It's Too Bad,44,2,18,2001
Roswell,Leaving Normal,45,1,4,1999
Roswell,Max in the City,44,2,9,2000
Roswell,Max to the Max,41,1,20,2000
Roswell,Meet the Dupes,44,2,8,2000
Roswell,"Michael, the Guys, and the Great Snapple Caper",43,3,2,2001
Roswell,Missing,44,1,5,1999
Roswell,Monsters,44,1,3,1999
Roswell,Off the Menu,44,2,20,2001
Roswell,Panacea,43,3,13,2002
Roswell,Pilot,44,1,1,1999
Roswell,River Dog,44,1,7,1999
Roswell,Samuel Rising,44,3,9,2001
Roswell,Secrets and Lies,42,3,4,2001
Roswell,Sexual Healing,43,1,16,2000
Roswell,Significant Others,43,3,3,2001
Roswell,Skin and Bones,44,2,1,2000
Roswell,Summer of '47,44,2,4,2000
Roswell,Surprise,42,2,3,2000
Roswell,"Tess, Lies and Videotape",44,1,18,2000
Roswell,The Balance,43,1,10,1999
Roswell,The Convention,44,1,13,2000
Roswell,The Departure,44,2,21,2001
Roswell,The End of the World,44,2,5,2000
Roswell,The Morning After,44,1,2,1999
Roswell,The Toy House,44,1,11,2000
Roswell,The White Room,44,1,21,2000
Roswell,To Have and to Hold,43,3,6,2001
Roswell,To Serve and Protect,43,2,11,2001
Roswell,Viva Las Vegas,43,2,15,2001
Roswell,We Are Family,44,2,12,2001
Roswell,Who Died and Made You King?,43,3,15,2002
Roswell,Wipeout!,42,2,7,2000
Salem,After the Fall,47,3,1,2016
Salem,All Fall Down,45,1,13,2014
Salem,Ashes to Ashes,48,1,12,2014
Salem,Black Sunday,50,3,10,2017
Salem,Blood Kiss,43,2,2,2015
Salem,Book of Shadows,45,2,4,2015
Salem,Cat and Mouse,45,1,11,2014
Salem,"Children, Be Afraid",45,1,9,2014
Salem,Cry Havoc,50,2,1,2015
Salem,Dead Birds,46,2,8,2015
Salem,Departures,47,1,8,2014
Salem,Friday's Knights,45,3,8,2017
Salem,From Within,45,2,3,2015
Salem,Ill Met by Moonlight,45,2,6,2015
Salem,In Vain,46,1,3,2014
Salem,Lies,46,1,5,2014
Salem,Midnight Never Come,45,2,12,2015
Salem,Night's Black Agents,44,3,4,2016
Salem,On Earth as in Hell,45,2,11,2015
Salem,Our Own Private America,46,1,7,2014
Salem,Saturday Mourning,46,3,9,2017
Salem,Survivors,45,1,4,2014
Salem,The Beckoning Fair One,44,2,7,2015
Salem,The Heart Is a Devil,48,3,2,2016
Salem,The House of Pain,44,1,10,2014
Salem,The Man Who Was Thursday,43,3,7,2017
Salem,The Reckoning,46,3,3,2016
Salem,The Red Rose and the Briar,42,1,6,2014
Salem,The Stone Child,46,1,2,2014
Salem,The Vow,51,1,1,2014
Salem,The Wine Dark Sea,46,2,5,2015
Salem,The Witch Is Back,46,3,5,2016
Salem,The Witching Hour,45,2,13,2015
Salem,Til Death Do Us Part,44,2,10,2015
Salem,Wages of Sin,45,2,9,2015
Salem,Wednesday's Child,48,3,6,2016
Satisfaction,...Through Admission,43,1,2,2014
Satisfaction,...Through Bondage,42,2,4,2015
Satisfaction,...Through Competition,43,1,3,2014
Satisfaction,...Through Expansion,42,2,3,2015
Satisfaction,...Through Exposure,44,1,6,2014
Satisfaction,...Through Family,42,2,9,2015
Satisfaction,...Through Negotiation,42,2,6,2015
Satisfaction,...Through New Beginnings,42,2,10,2015
Satisfaction,...Through Partnership,44,1,5,2014
Satisfaction,...Through Psychedelics,41,2,8,2015
Satisfaction,...Through Release,60,2,1,2015
Satisfaction,...Through Resolution,44,1,10,2014
Satisfaction,...Through Revelation,43,1,9,2014
Satisfaction,...Through Risk,42,2,2,2015
Satisfaction,...Through Security,43,1,8,2014
Satisfaction,...Through Self Discovery,44,1,4,2014
Satisfaction,...Through Struggle,42,2,5,2015
Satisfaction,...Through Terms and Conditions,43,1,7,2014
Satisfaction,...Through Travel,42,2,7,2015
Saving Hope,43 Minutes,43,2,14,2014
Saving Hope,A New Beginning,44,1,10,2012
Saving Hope,A Simple Plan,43,3,16,2015
Saving Hope,A Stranger Comes to Town,43,5,4,2017
Saving Hope,All Down the Line,43,4,12,2015
Saving Hope,All Our Yesterdays,43,5,9,2017
Saving Hope,All the Pretty Horses,43,3,18,2015
Saving Hope,All Things Must Pass,43,2,6,2013
Saving Hope,Anybody Seen My Baby,43,4,17,2016
Saving Hope,Awakenings,43,3,3,2014
Saving Hope,"Bea, Again",44,1,9,2012
Saving Hope,Beasts of Burden,43,4,2,2015
Saving Hope,Bed One,43,2,7,2013
Saving Hope,Birthday Blues,43,5,3,2017
Saving Hope,Blindness,44,1,3,2012
Saving Hope,Breaking Away,43,3,5,2014
Saving Hope,Breathless,43,2,16,2014
Saving Hope,Broken Hearts,43,2,18,2014
Saving Hope,Can't You Hear Me Knocking?,43,4,7,2015
Saving Hope,Change of Heart,43,5,10,2017
Saving Hope,Consenting Adults,44,1,7,2012
Saving Hope,Contact,44,1,2,2012
Saving Hope,Days of Heaven,43,3,10,2014
Saving Hope,Defense,43,2,4,2013
Saving Hope,Defriender,43,2,8,2013
Saving Hope,Doctor Robot,43,5,6,2017
Saving Hope,Don't Poke the Bear,43,2,15,2014
Saving Hope,Emotional Rescue,42,4,10,2015
Saving Hope,En Bloc,43,2,11,2014
Saving Hope,Fearless,43,3,17,2015
Saving Hope,First and Last,43,5,17,2017
Saving Hope,Fix You,43,5,15,2017
Saving Hope,Goodbye Girl,43,4,13,2016
Saving Hope,Gutted,43,5,7,2017
Saving Hope,Heart of Stone,43,4,5,2015
Saving Hope,Hearts of Glass,43,3,12,2015
Saving Hope,Heartsick,44,1,8,2012
Saving Hope,Heaven Can Wait,43,3,1,2014
Saving Hope,Hope Never Dies,43,5,18,2017
Saving Hope,I Watch Death,43,2,1,2013
Saving Hope,Joel 2:31 (AKA Apocalypse Now),43,3,6,2014
Saving Hope,Kiss Me Goodbye,43,3,2,2014
Saving Hope,"Knowing Me, Knowing You",43,5,8,2017
Saving Hope,La Famiglia,43,5,16,2017
Saving Hope,Leap of Faith,43,5,12,2017
Saving Hope,Let Me Go,43,4,18,2016
Saving Hope,Little Piggies,43,2,2,2013
Saving Hope,Midlife Crisis,43,5,2,2017
Saving Hope,Miss You,43,4,4,2015
Saving Hope,Narrow Margin,43,3,13,2015
Saving Hope,Nightmares & Dreamscapes,43,5,11,2017
Saving Hope,Not Fade Away,43,4,15,2016
Saving Hope,Nottingham 7,43,2,12,2014
Saving Hope,Out of Sight,44,1,5,2012
Saving Hope,Parent Trap,43,3,11,2015
Saving Hope,Pilot,41,1,1,2012
Saving Hope,Pink Clouds,44,1,13,2012
Saving Hope,Problem Child,43,5,13,2017
Saving Hope,Remains of the Day,43,3,15,2015
Saving Hope,Ride Hard or Go Home,44,1,12,2012
Saving Hope,Rock and a Hard Place,43,4,6,2015
Saving Hope,Shattered,43,4,9,2015
Saving Hope,Shine a Light,43,4,11,2015
Saving Hope,Stand by Me,43,3,4,2014
Saving Hope,Start Me Up,43,4,3,2015
Saving Hope,Sympathy for the Devil,43,4,1,2015
Saving Hope,Tested and Tried,43,5,5,2017
Saving Hope,The Face of the Giant Panda,42,2,5,2013
Saving Hope,The Fight,44,1,4,2012
Saving Hope,The Great Randall,44,1,6,2012
Saving Hope,The Heartbreak Kid,43,3,8,2014
Saving Hope,The Law of Contagion,44,1,11,2012
Saving Hope,The Other Side of Midnight,43,3,9,2014
Saving Hope,The Way We Were,43,3,7,2014
Saving Hope,Torn and Frayed,43,4,16,2016
Saving Hope,Trading Places,43,3,14,2015
Saving Hope,Twinned Lambs,43,2,17,2014
Saving Hope,Vamonos,43,2,9,2013
Saving Hope,Waiting on a Friend,43,4,8,2015
Saving Hope,We Need to Talk About Charlie Harris,43,5,14,2017
Saving Hope,Why Waste Time,43,2,3,2013
Saving Hope,Wide Awake,43,2,13,2014
Saving Hope,Wishbones,43,2,10,2014
Saving Hope,You Can't Always Get What You Want,43,4,14,2016
Scandal,"A Criminal, a Whore, an Idiot and a Liar",43,2,11,2013
Scandal,A Door Marked Exit,44,3,10,2013
Scandal,A Woman Scorned,43,2,20,2013
Scandal,All Roads Lead to Fitz,43,2,5,2012
Scandal,An Innocent Man,43,4,6,2014
Scandal,Any Questions?,43,2,21,2013
Scandal,Baby Made a Mess,43,4,7,2014
Scandal,Beltway Unbuckled,43,2,4,2012
Scandal,Blown Away,43,2,9,2012
Scandal,Boom Goes the Dynamite,43,2,15,2013
Scandal,Crash and Burn,43,1,5,2012
Scandal,Defiance,43,2,7,2012
Scandal,Dirty Little Secrets,43,1,2,2012
Scandal,Enemy of the State,43,1,4,2012
Scandal,Everything's Coming Up Mellie,44,3,7,2013
Scandal,Flesh and Blood,43,3,17,2014
Scandal,Gladiators Don't Run,43,4,12,2015
Scandal,Grant: For the People,43,1,7,2012
Scandal,Guess Who's Coming to Dinner,44,3,2,2013
Scandal,"Happy Birthday, Mr. President",43,2,8,2012
Scandal,Hell Hath No Fury,43,1,3,2012
Scandal,Hunting Season,43,2,3,2012
Scandal,Icarus,43,3,6,2013
Scandal,Inside the Bubble,43,4,3,2014
Scandal,It's Handled,43,3,1,2013
Scandal,Kiss Kiss Bang Bang,44,3,14,2014
Scandal,"Like Father, Like Daughter",43,4,4,2014
Scandal,Mama Said Knock You Out,42,3,15,2014
Scandal,"Molly, You in Danger, Girl",43,2,18,2013
Scandal,"More Cattle, Less Bull",44,3,5,2013
Scandal,Mrs. Smith Goes to Washington,43,3,3,2013
Scandal,No More Blood,43,4,13,2015
Scandal,No Sun on the Horizon,44,3,13,2014
Scandal,Nobody Likes Babies,45,2,13,2013
Scandal,One for the Dog,43,2,10,2013
Scandal,"Randy, Red, Superfreak and Julia",43,4,1,2014
Scandal,"Ride, Sally, Ride",44,3,11,2014
Scandal,Run,43,4,10,2015
Scandal,Say Hello to My Little Friend,44,3,4,2013
Scandal,Seven Fifty-Two,46,2,19,2013
Scandal,Snake in the Garden,43,2,17,2013
Scandal,Spies Like Us,43,2,6,2012
Scandal,Sweet Baby,45,1,1,2012
Scandal,The Fluffer,44,3,16,2014
Scandal,The Key,43,4,5,2014
Scandal,The Last Supper,43,4,8,2014
Scandal,The Lawn Chair,43,4,14,2015
Scandal,The Other Woman,43,2,2,2012
Scandal,The Price of Free and Fair Elections,44,3,18,2014
Scandal,The State of the Union,43,4,2,2014
Scandal,The Trail,43,1,6,2012
Scandal,Top of the Hour,43,2,16,2013
Scandal,Truth or Consequences,43,2,12,2013
Scandal,"Vermont Is for Lovers, Too",44,3,8,2013
Scandal,We Do Not Touch the First Ladies,43,3,12,2014
Scandal,Where the Sun Don't Shine,43,4,9,2014
Scandal,Where's the Black Lady?,43,4,11,2015
Scandal,Whiskey Tango Foxtrot,43,2,14,2013
Scandal,White Hat's Back On,43,2,22,2013
Scandal,White Hats Off,44,2,1,2012
Scandal,YOLO,44,3,9,2013
Scream Queens,Beware of Young Girls,43,1,7,2015
Scream Queens,Black Friday,43,1,11,2015
Scream Queens,Blood Drive,44,2,6,2016
Scream Queens,Chainsaw,43,1,3,2015
Scream Queens,Chanel Pour Homme-icide,45,2,5,2016
Scream Queens,Dorkus,42,1,12,2015
Scream Queens,Drain the Swamp,42,2,10,2016
Scream Queens,Ghost Stories,42,1,9,2015
Scream Queens,Halloween Blues,44,2,4,2016
Scream Queens,Handidates,43,2,3,2016
Scream Queens,Haunted House,43,1,4,2015
Scream Queens,Hell Week,41,1,2,2015
Scream Queens,Lovin the D,43,2,9,2016
Scream Queens,Mommie Dearest,42,1,8,2015
Scream Queens,Pilot,46,1,1,2015
Scream Queens,Pumpkin Patch,43,1,5,2015
Scream Queens,"Rapunzel, Rapunzel",45,2,8,2016
Scream Queens,Scream Again,42,2,1,2016
Scream Queens,Seven Minutes in Hell,41,1,6,2015
Scream Queens,Thanksgiving,42,1,10,2015
Scream Queens,The Final Girl(s),42,1,13,2015
Scream Queens,The Hand,44,2,7,2016
Scream Queens,Warts and All,43,2,2,2016
Scream: The TV Series,Betrayed,42,1,6,2015
Scream: The TV Series,Dawn of the Dead,40,2,5,2016
Scream: The TV Series,Exposed,42,1,5,2015
Scream: The TV Series,Ghosts,41,1,8,2015
Scream: The TV Series,Happy Birthday to Me,41,2,4,2016
Scream: The TV Series,"Hello, Emma.",41,1,2,2015
Scream: The TV Series,I Know What You Did Last Summer,43,2,1,2016
Scream: The TV Series,In the Trenches,42,1,7,2015
Scream: The TV Series,Jeepers Creepers,41,2,6,2016
Scream: The TV Series,Let the Right One In,41,2,7,2016
Scream: The TV Series,Pilot,45,1,1,2015
Scream: The TV Series,Psycho,41,2,2,2016
Scream: The TV Series,Revelations,42,1,10,2015
Scream: The TV Series,The Dance,41,1,9,2015
Scream: The TV Series,The Orphanage,41,2,9,2016
Scream: The TV Series,The Vanishing,41,2,10,2016
Scream: The TV Series,Vacancy,40,2,3,2016
Scream: The TV Series,Village of the Damned,41,2,8,2016
Scream: The TV Series,Wanna Play a Game?,41,1,3,2015
Scream: The TV Series,When a Stranger Calls,40,2,12,2016
Second Chance,A Suitable Donor,46,1,1,2016
Second Chance,Admissions,44,1,4,2016
Second Chance,"From Darkness, the Sun",43,1,3,2016
Second Chance,Gelassenheit,44,1,11,2016
Second Chance,Geworfenheit,44,1,10,2016
Second Chance,May Old Acquaintance Be Forgot,42,1,8,2016
Second Chance,One More Notch,43,1,2,2016
Second Chance,Palimpsest,44,1,6,2016
Second Chance,Scratch That Glitch,44,1,5,2016
Second Chance,That Time in the Car,43,1,7,2016
Second Chance,"When You Have to Go There, They Have to Take You In",44,1,9,2016
Secret City,A Donation to the Struggle,47,1,1,2016
Secret City,Beware the Jabberwock,48,1,3,2016
Secret City,Falling Hard,50,1,4,2016
Secret City,Ghosts in the Machine,47,1,5,2016
Secret City,The Light on the Hill,51,1,6,2016
Secret City,The Watchers,51,1,2,2016
Secrets and Lies,The Affair,42,1,3,2015
Secrets and Lies,The Brother,42,2,9,2016
Secrets and Lies,The Confession,41,1,6,2015
Secrets and Lies,The Cop,42,1,7,2015
Secrets and Lies,The Daughter,42,2,5,2016
Secrets and Lies,The Detective,42,2,4,2016
Secrets and Lies,The Fall,41,2,1,2016
Secrets and Lies,The Father,42,1,2,2015
Secrets and Lies,The Husband,41,2,2,2016
Secrets and Lies,The Jacket,42,1,5,2015
Secrets and Lies,The Liar,42,2,3,2016
Secrets and Lies,The Lie,42,1,10,2015
Secrets and Lies,The Mother,41,1,9,2015
Secrets and Lies,The Parent,42,2,6,2016
Secrets and Lies,The Racket,42,2,8,2016
Secrets and Lies,The Sister,41,1,4,2015
Secrets and Lies,The Son,42,1,8,2015
Secrets and Lies,The Statement,42,2,7,2016
Secrets and Lies,The Trail,42,1,1,2015
Secrets and Lies,The Truth,42,2,10,2016
Shades of Blue,A House Divided,42,2,7,2017
Shades of Blue,Behind the Mask,42,2,12,2017
Shades of Blue,Broken Dolls,43,2,13,2017
Shades of Blue,Chaos Is Come Again,42,2,9,2017
Shades of Blue,Daddy's Girl,42,2,4,2017
Shades of Blue,Equal & Opposite,43,1,5,2016
Shades of Blue,Eye of the Hurricane,42,2,2,2017
Shades of Blue,Fall of Man,43,1,6,2016
Shades of Blue,"False Face, False Heart",42,1,3,2016
Shades of Blue,For I Have Sinned,42,1,12,2016
Shades of Blue,Fracture,42,2,6,2017
Shades of Blue,Ghost Hunt,42,2,3,2017
Shades of Blue,"Good Cop, Bad Cop",43,1,8,2016
Shades of Blue,Live Wire Act,42,1,9,2016
Shades of Blue,One Last Lie,43,1,13,2016
Shades of Blue,Original Sin,42,1,2,2016
Shades of Blue,Pilot,43,1,1,2016
Shades of Blue,Sweet Caroline,42,2,5,2017
Shades of Blue,The Breach,43,1,11,2016
Shades of Blue,The Quality of Mercy,42,2,11,2017
Shades of Blue,Undiscovered Country,43,1,7,2016
Shades of Blue,Unforgiven,43,2,1,2017
Shades of Blue,Unpaid Debts,42,2,8,2017
Shades of Blue,What Devil Do,43,1,10,2016
Shades of Blue,Who Can Tell Me Who Am I?,43,1,4,2016
Shades of Blue,Whoever Fights Monsters,42,2,10,2017
Shameless,A Beautiful Mess,53,2,4,2012
Shameless,A Bottle of Jean Nate,48,2,7,2012
Shameless,A Great Cause,54,2,10,2012
Shameless,Aunt Ginger,51,1,3,2011
Shameless,But at Last Came a Knock,50,1,9,2011
Shameless,Can I Have a Mother,53,2,6,2012
